national_position,position_evolution,company_name,billing,category,company_link
26.020,13.029,HIERROS EZQUERRO SA,grande,4677,https://ranking-empresas.eleconomista.es/HIERROS-EZQUERRO.html
26.098,1.232,RODAMIENTOS ARIZTI SL,grande,4669,https://ranking-empresas.eleconomista.es/RODAMIENTOS-ARIZTI.html
26.503,815,MECANIZADOS SAN PRUDENCIO SL,grande,2550,https://ranking-empresas.eleconomista.es/MECANIZADOS-SAN-PRUDENCIO.html
26.611,6.277,AEROBLADE SOCIEDAD ANONIMA UNIPERSONAL,grande,7112,https://ranking-empresas.eleconomista.es/AEROBLADE-UNIPERSONAL.html
26.711,4.998,BARQUIN Y OTXOA SL,grande,4941,https://ranking-empresas.eleconomista.es/BARQUIN-OTXOA.html
26.740,4.249,TAUXME S.A. TALLERES AUXILIARES METALURGICOS,grande,2511,https://ranking-empresas.eleconomista.es/TAUXME-TALLERES-AUXILIARES-METALURGICOS.html
26.808,5.405,GARAGE DULANTXI SL,grande,4519,https://ranking-empresas.eleconomista.es/GARAGE-DULANTXI.html
26.903,6.310,"DEUSTO SEIDOR, S.A.",grande,6202,https://ranking-empresas.eleconomista.es/DEUSTO-SEIDOR.html
26.904,7.048,PROCESADOS DE PATATA PATURPAT S.COOP.,grande,4611,https://ranking-empresas.eleconomista.es/PROCESADOS-PATATA-PATURPAT.html
27.034,1.860,CARNICAS FRILESA SA,grande,1013,https://ranking-empresas.eleconomista.es/CARNICAS-FRILESA.html
27.090,847,RAMONDIN SA,grande,7219,https://ranking-empresas.eleconomista.es/RAMONDIN.html
27.186,4.574,"GIGABAR IWAGO IBERICA, SLU",grande,8122,https://ranking-empresas.eleconomista.es/GIGABAR-IWAGO-IBERICA-SLU.html
27.435,3.814,CLINICA DENTAL ANITUA SL,grande,8621,https://ranking-empresas.eleconomista.es/CLINICA-DENTAL-ANITUA.html
27.508,2.592,AMOPACK S.L.,7.422.164,2720,https://ranking-empresas.eleconomista.es/AMOPACK.html
27.617,898,TRANSFORMADOS DE PATATA DE ALAVA SL,7.390.749,1031,https://ranking-empresas.eleconomista.es/TRANSFORMADOS-PATATA-ALAVA.html
27.654,1.336,TONELERIA DEMPTOS SA,grande,1624,https://ranking-empresas.eleconomista.es/TONELERIA-DEMPTOS.html
27.844,2.754,SKY WAY TECHONOLOGY ESPAÑA SA,grande,4649,https://ranking-empresas.eleconomista.es/SKY-WAY-TECHONOLOGY-ESPANA.html
28.015,134,BODEGAS IZADI S.A.,grande,1102,https://ranking-empresas.eleconomista.es/BODEGAS-IZADI.html
28.047,11.263,DESGUACES LOGROÑO SL,grande,4677,https://ranking-empresas.eleconomista.es/DESGUACES-LOGRONO.html
28.231,3.369,BULTZAKI SLU,grande,2593,https://ranking-empresas.eleconomista.es/BULTZAKI-SLU.html
28.233,2.826,VITORIANA DE INMUEBLES SA,grande,4511,https://ranking-empresas.eleconomista.es/VITORIANA-INMUEBLES.html
28.476,1.354,BODEGAS VALDEMAR SA,grande,1102,https://ranking-empresas.eleconomista.es/BODEGAS-VALDEMAR.html
28.598,1.505,AUTOBUSES HERMANOS ARRIAGA SAU,grande,4931,https://ranking-empresas.eleconomista.es/AUTOBUSES-HERMANOS-ARRIAGA-SAU.html
28.707,200,"SIBESA 2014, SA.",grande,2361,https://ranking-empresas.eleconomista.es/SIBESA-2014.html
28.729,1.649,COPLASVA SL,grande,4674,https://ranking-empresas.eleconomista.es/COPLASVA.html
28.929,7.641,CUVIALDE OBRAS Y SERVICIOS SL,grande,4121,https://ranking-empresas.eleconomista.es/CUVIALDE-OBRAS-SERVICIOS.html
28.982,1.043,PAN LA VITORIANA SA,grande,1071,https://ranking-empresas.eleconomista.es/PAN-VITORIANA.html
29.000,4.681,INDUSTRIAS DIMO SA,grande,2561,https://ranking-empresas.eleconomista.es/INDUSTRIAS-DIMO.html
29.108,5.053,IPARGAMA SL,grande,4672,https://ranking-empresas.eleconomista.es/IPARGAMA.html
29.299,2.549,PFERD ABRASIVOS SL,6.881.741,2391,https://ranking-empresas.eleconomista.es/PFERD-ABRASIVOS.html
29.480,8.530,ESTACIONES DE SERVICIO ONAINDIA SL,grande,4730,https://ranking-empresas.eleconomista.es/ESTACIONES-SERVICIO-ONAINDIA.html
29.557,5.992,MEGATECH INDUSTRIES PENINSULA IBERICA SOCIEDAD LIMITADA.,grande,6420,https://ranking-empresas.eleconomista.es/MEGATECH-INDUSTRIES-PENINSULA-IBERICA.html
29.575,2.711,TARIMAS Y PARQUETS GAMIZ SA,grande,4333,https://ranking-empresas.eleconomista.es/TARIMAS-PARQUETS-GAMIZ.html
29.622,7.965,ALEGRIA ACTIVITY SL,grande,7311,https://ranking-empresas.eleconomista.es/ALEGRIA-ACTIVITY.html
29.948,4.294,"CASAS Y TRANSFORMADOS DE LA MADERA, S.L.",6.699.161,0220,https://ranking-empresas.eleconomista.es/CASAS-TRANSFORMADOS-MADERA.html
30.012,4.905,"GUASCOR ENERGY R&D, S.A.",grande,7112,https://ranking-empresas.eleconomista.es/GUASCOR-ENERGY-RD.html
30.393,1.458,MORISPAIN SA,grande,2822,https://ranking-empresas.eleconomista.es/MORISPAIN.html
30.470,60.037,MOUNTAIN VIEW REAL ESTATE SOCIEDAD LIMITADA.,grande,6832,https://ranking-empresas.eleconomista.es/MOUNTAIN-VIEW-REAL-ESTATE.html
30.473,3.366,AZOL GAS S.L.,grande,3299,https://ranking-empresas.eleconomista.es/AZOL-GAS.html
30.575,1.407,VASCO GALLEGA DE CONSTRUCCIONES SA,grande,4110,https://ranking-empresas.eleconomista.es/VASCO-GALLEGA-CONSTRUCCIONES.html
30.622,1.736,ISATI ENGINEERING SOLUTIONS SOCIEDAD LIMITADA.,grande,7112,https://ranking-empresas.eleconomista.es/ISATI-ENGINEERING-SOLUTIONS.html
30.656,6.627,TRANSPORTES HOMBRES BARREIRA SA,grande,4941,https://ranking-empresas.eleconomista.es/TRANSPORTES-HOMBRES-BARREIRA.html
30.776,5.306,OFITA INTERIORES SA,grande,3101,https://ranking-empresas.eleconomista.es/OFITA-INTERIORES.html
30.915,7.142,ABRASIVOS MANHATTAN SA,6.450.644,2391,https://ranking-empresas.eleconomista.es/ABRASIVOS-MANHATTAN.html
30.976,138,COMPAÑIA DE LAMINACIONES SINTETICAS SINTEC SOCIEDAD LIMITADA,grande,4673,https://ranking-empresas.eleconomista.es/COMPANIA-LAMINACIONES-SINTETICAS-SINTEC.html
31.093,12.162,PROFESSIONAL DAIRY PRODUCTS S.L.,grande,4633,https://ranking-empresas.eleconomista.es/PROFESSIONAL-DAIRY-PRODUCTS.html
31.129,4.999,IZA ASCENSORES SL,grande,4329,https://ranking-empresas.eleconomista.es/IZA-ASCENSORES.html
31.134,7.179,ZORELOR SA,grande,2041,https://ranking-empresas.eleconomista.es/ZORELOR.html
31.165,2.824,CONEXIONES Y CABLEADOS VITORIA S.A.,grande,2790,https://ranking-empresas.eleconomista.es/CONEXIONES-CABLEADOS-VITORIA.html
31.260,8.791,BODEGAS CAMPILLO SL,grande,1102,https://ranking-empresas.eleconomista.es/BODEGAS-CAMPILLO.html
31.316,45.669,HOTEL MARQUES DE RISCAL SL,grande,5510,https://ranking-empresas.eleconomista.es/HOTEL-MARQUES-RISCAL.html
31.518,12.557,BODEGAS MARQUES DE VITORIA SA,grande,4634,https://ranking-empresas.eleconomista.es/BODEGAS-MARQUES-VITORIA.html
31.564,1.406,TEKNO PRES SL,grande,2454,https://ranking-empresas.eleconomista.es/TEKNO-PRES.html
31.756,3.469,"BACALAOS GAYTAN, SL.",grande,1021,https://ranking-empresas.eleconomista.es/BACALAOS-GAYTAN.html
31.847,2.185,TALLERES AMENABAR SA,grande,2822,https://ranking-empresas.eleconomista.es/TALLERES-AMENABAR.html
31.848,20.550,OPACUA SA,grande,4110,https://ranking-empresas.eleconomista.es/OPACUA.html
31.967,8.405,SOCIEDAD URBANISTICA MUNICIPAL DE VITORIA GASTEIZKO UDAL HIRIGINTZA ELKARTEA ENSANCHE 21 ZABALGUNEA SA,grande,6831,https://ranking-empresas.eleconomista.es/URBANISTICA-MUNICIPAL-VITORIA-GASTEIZKO-UDAL-HIRIGINTZA-ELKARTEA-ENSANCHE-21-ZABALGUNEA.html
31.975,4.171,ANALISIS Y SIMULACION SL,grande,7112,https://ranking-empresas.eleconomista.es/ANALISIS-SIMULACION.html
32.134,2.213,COMPAÑIA DE VINOS TELMO RODRIGUEZ SL,grande,4634,https://ranking-empresas.eleconomista.es/COMPANIA-VINOS-TELMO-RODRIGUEZ.html
32.152,4.950,DESARROLLO DE TECNICAS DE ENSAMBLAJE SL,grande,2550,https://ranking-empresas.eleconomista.es/DESARROLLO-TECNICAS-ENSAMBLAJE.html
32.290,3.563,E RENTING SL,grande,7711,https://ranking-empresas.eleconomista.es/RENTING.html
32.292,4.487,ELECTROMECANICA HEMEN ELEVADORES SLU,grande,2822,https://ranking-empresas.eleconomista.es/ELECTROMECANICA-HEMEN-ELEVADORES-SLU.html
32.394,5.826,"CTLPACK GROUP, S.L.",grande,6820,https://ranking-empresas.eleconomista.es/CTLPACK-GROUP.html
32.716,3.750,CARTOTECNICA ALAVESA VIRON SL,grande,1721,https://ranking-empresas.eleconomista.es/CARTOTECNICA-ALAVESA-VIRON.html
32.721,1.380,COMERCIAL MIGUEL CARRANCIO SL,grande,4752,https://ranking-empresas.eleconomista.es/COMERCIAL-MIGUEL-CARRANCIO.html
32.823,3.847,VALGAÑON METAL CABLE SOCIEDAD LIMITADA,grande,4672,https://ranking-empresas.eleconomista.es/VALGANON-METAL-CABLE.html
32.903,64.958,AUTO TRADE 2014 SOCIEDAD LIMITADA.,grande,4511,https://ranking-empresas.eleconomista.es/AUTO-TRADE-2014.html
32.916,14.277,GOMEZ PAGALDAY SL,grande,4672,https://ranking-empresas.eleconomista.es/GOMEZ-PAGALDAY.html
32.966,2.104,ZADURE SA,grande,4110,https://ranking-empresas.eleconomista.es/ZADURE.html
32.972,10.303,MERKAPACK PACKAGING SL,grande,2222,https://ranking-empresas.eleconomista.es/MERKAPACK-PACKAGING.html
32.979,3.975,"ARTECHE HITACHI ENERGY INSTRUMENT TRANSFORMERS, S.L.",grande,2711,https://ranking-empresas.eleconomista.es/ARTECHE-HITACHI-ENERGY-INSTRUMENT-TRANSFORMERS.html
33.037,11.786,AZCARRETA S.L.,grande,2561,https://ranking-empresas.eleconomista.es/AZCARRETA.html
33.305,9.607,COCINA CENTRAL MAGUI SL,grande,5629,https://ranking-empresas.eleconomista.es/COCINA-CENTRAL-MAGUI.html
33.381,1.064,BERDIN ALAVA SL,grande,4652,https://ranking-empresas.eleconomista.es/BERDIN-ALAVA.html
33.399,937,EUROCLOR SA,grande,2030,https://ranking-empresas.eleconomista.es/EUROCLOR.html
33.621,4.107,EXPLOTACIONES SUBIJANA DE ALAVA SA,grande,5510,https://ranking-empresas.eleconomista.es/EXPLOTACIONES-SUBIJANA-ALAVA.html
33.752,593,TUBOS REUNIDOS PREMIUM THREADS SOCIEDAD LIMITADA.,grande,2420,https://ranking-empresas.eleconomista.es/TUBOS-REUNIDOS-PREMIUM-THREADS.html
33.758,5.257,"SOPRA STERIA EUSKADI, SL.",grande,6202,https://ranking-empresas.eleconomista.es/SOPRA-STERIA-EUSKADI.html
34.047,2.901,BROTOMATIC SL,grande,4669,https://ranking-empresas.eleconomista.es/BROTOMATIC.html
34.146,7.303,METALURGICA ALAVESA SA,grande,2511,https://ranking-empresas.eleconomista.es/METALURGICA-ALAVESA.html
34.152,1.461,AUTOBUSES CUADRA SA,grande,4939,https://ranking-empresas.eleconomista.es/AUTOBUSES-CUADRA.html
34.230,2.198,LAVAMIRANDA SL,grande,4520,https://ranking-empresas.eleconomista.es/LAVAMIRANDA.html
34.461,151,"TRANSFORMADOS COMBISA, SOCIEDAD LIMITADA.",grande,2550,https://ranking-empresas.eleconomista.es/TRANSFORMADOS-COMBISA.html
34.656,5.768,GLOBAL LASER ARABA S.L.,grande,2932,https://ranking-empresas.eleconomista.es/GLOBAL-LASER-ARABA.html
34.817,10.097,BODEGAS LEGANZA SA,grande,1102,https://ranking-empresas.eleconomista.es/BODEGAS-LEGANZA.html
35.198,56.384,BASALDE BI SA,grande,4110,https://ranking-empresas.eleconomista.es/BASALDE-BI.html
35.218,4.310,FAHERMA SL,grande,2573,https://ranking-empresas.eleconomista.es/FAHERMA.html
35.361,10.895,LOGISTICA DE DISTRIBUCION VIRGEN BLANCA SOCIEDAD LIMITADA.,grande,4634,https://ranking-empresas.eleconomista.es/LOGISTICA-DISTRIBUCION-VIRGEN-BLANCA.html
35.449,1.983,LOGANIVET SL,grande,4690,https://ranking-empresas.eleconomista.es/LOGANIVET.html
35.527,1.837,SIRIMIRI SERVICIOS SOCIO-CULTURALES SL,grande,8811,https://ranking-empresas.eleconomista.es/SIRIMIRI-SERVICIOS-SOCIO-CULTURALES.html
35.533,3.477,SOLARTECNIK IMPORTADORA Y DISTRIBUIDORA SL,grande,4649,https://ranking-empresas.eleconomista.es/SOLARTECNIK-IMPORTADORA-DISTRIBUIDORA.html
35.767,4.113,GESTION FORESTAL FRIAS SOCIEDAD LIMITADA.,grande,0150,https://ranking-empresas.eleconomista.es/GESTION-FORESTAL-FRIAS.html
35.798,5.594,"DIRODANA PTESLA, SL.",grande,6832,https://ranking-empresas.eleconomista.es/DIRODANA-PTESLA.html
35.850,33.056,AUTOCARAVANAS NORTE CATALUNYA SL.,grande,4519,https://ranking-empresas.eleconomista.es/AUTOCARAVANAS-NORTE-CATALUNYA.html
35.872,1.546,"LENDIZ MOTOR, SOCIEDAD LIMITADA.",grande,4511,https://ranking-empresas.eleconomista.es/LENDIZ-MOTOR.html
36.032,(ND),"EDER SHINES 2020, S.L.",grande,4645,https://ranking-empresas.eleconomista.es/EDER-SHINES-2020.html
36.310,1.415,MECANIZADOS ARRATXA SL,grande,2841,https://ranking-empresas.eleconomista.es/MECANIZADOS-ARRATXA.html
36.325,7.315,TALLERES DE OYON SL,grande,2594,https://ranking-empresas.eleconomista.es/TALLERES-OYON.html
36.477,3.766,METALURGICA ALAVESA MALLAS SA,grande,2511,https://ranking-empresas.eleconomista.es/METALURGICA-ALAVESA-MALLAS.html
36.531,5.957,EMBALAJES ECHEBERRIA SL,grande,1624,https://ranking-empresas.eleconomista.es/EMBALAJES-ECHEBERRIA.html
36.537,12.408,AGRUPACION DE SUMINISTROS INDUSTRIALES DE ESPAÑA SL,grande,4669,https://ranking-empresas.eleconomista.es/AGRUPACION-SUMINISTROS-INDUSTRIALES-ESPANA.html
36.582,11.111,FABRICANTE DE CONTENEDORES FADECO SA,grande,2529,https://ranking-empresas.eleconomista.es/FABRICANTE-CONTENEDORES-FADECO.html
36.633,7.666,OLAZABAL Y HUARTE SA,grande,2599,https://ranking-empresas.eleconomista.es/OLAZABAL-HUARTE.html
36.696,5.220,ONATRANS S.L.,grande,4941,https://ranking-empresas.eleconomista.es/ONATRANS.html
36.697,2.032,BAUMANN MUELLES SA,grande,2593,https://ranking-empresas.eleconomista.es/BAUMANN-MUELLES.html
36.862,455,INDUSTRIAS ARABA SL,grande,2562,https://ranking-empresas.eleconomista.es/INDUSTRIAS-ARABA.html
37.011,336.293,MUELLER STREAMLINE HOLDING SL,grande,7490,https://ranking-empresas.eleconomista.es/MUELLER-STREAMLINE-HOLDING.html
37.203,1.926,LAGUN MACHINERY SRL,grande,2841,https://ranking-empresas.eleconomista.es/LAGUN-MACHINERY.html
37.228,3.235,SANEAMIENTOS VITORIA SA,grande,4673,https://ranking-empresas.eleconomista.es/SANEAMIENTOS-VITORIA.html
37.359,1.928,"ECN TREFILERIA, S.L.",grande,2442,https://ranking-empresas.eleconomista.es/ECN-TREFILERIA.html
